id,title,difficulty,category,concept,domain,role,context,problem_statement,tags
CI_-00750,Build validation assessment for SaaS regulatory reporting modernization,Hard,CI_CD_DEVOPS,Build validation,SaaS,QA Practice Lead,regulatory reporting modernization,"Design, code or whiteboard a hard solution involving Build validation for SaaS regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,build-validation,saas,qa-practice-lead"
CI_-00751,GitHub Actions assessment for Life Sciences test automation modernization,Medium,CI_CD_DEVOPS,GitHub Actions,Life Sciences,SDET,test automation modernization,"Design, code or whiteboard a medium solution involving GitHub Actions for Life Sciences test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,github-actions,life-sciences,sdet"
CI_-00752,Build validation assessment for Supply Chain cloud migration,Medium,CI_CD_DEVOPS,Build validation,Supply Chain,QE Architect,cloud migration,"Design, code or whiteboard a medium solution involving Build validation for Supply Chain cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,build-validation,supply-chain,qe-architect"
CI_-00753,Build validation assessment for Life Sciences CI/CD quality gate adoption,Medium,CI_CD_DEVOPS,Build validation,Life Sciences,QA Practice Lead,CI/CD quality gate adoption,"Design, code or whiteboard a medium solution involving Build validation for Life Sciences CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,build-validation,life-sciences,qa-practice-lead"
CI_-00754,Build validation assessment for Life Sciences cloud migration,Easy,CI_CD_DEVOPS,Build validation,Life Sciences,Automation Architect,cloud migration,"Design, code or whiteboard a easy solution involving Build validation for Life Sciences cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,build-validation,life-sciences,automation-architect"
CI_-00755,Jenkins assessment for Banking cloud migration,Expert,CI_CD_DEVOPS,Jenkins,Banking,Lead Quality Engineer,cloud migration,"Design, code or whiteboard a expert solution involving Jenkins for Banking cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,jenkins,banking,lead-quality-engineer"
CI_-00756,Jenkins assessment for Insurance data platform migration,Medium,CI_CD_DEVOPS,Jenkins,Insurance,QE Architect,data platform migration,"Design, code or whiteboard a medium solution involving Jenkins for Insurance data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,jenkins,insurance,qe-architect"
CI_-00757,Build validation assessment for Retail CI/CD quality gate adoption,Medium,CI_CD_DEVOPS,Build validation,Retail,Automation Architect,CI/CD quality gate adoption,"Design, code or whiteboard a medium solution involving Build validation for Retail CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,build-validation,retail,automation-architect"
CI_-00758,GitHub Actions assessment for Life Sciences API-first transformation,Hard,CI_CD_DEVOPS,GitHub Actions,Life Sciences,QA Practice Lead,API-first transformation,"Design, code or whiteboard a hard solution involving GitHub Actions for Life Sciences API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,github-actions,life-sciences,qa-practice-lead"
CI_-00759,Build validation assessment for Retail data platform migration,Medium,CI_CD_DEVOPS,Build validation,Retail,Lead Quality Engineer,data platform migration,"Design, code or whiteboard a medium solution involving Build validation for Retail data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,build-validation,retail,lead-quality-engineer"
CI_-00760,GitHub Actions assessment for Data Engineering API-first transformation,Hard,CI_CD_DEVOPS,GitHub Actions,Data Engineering,Data QA Engineer,API-first transformation,"Design, code or whiteboard a hard solution involving GitHub Actions for Data Engineering API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,github-actions,data-engineering,data-qa-engineer"
CI_-00761,Build validation assessment for Cloud Modernization API-first transformation,Hard,CI_CD_DEVOPS,Build validation,Cloud Modernization,Data QA Engineer,API-first transformation,"Design, code or whiteboard a hard solution involving Build validation for Cloud Modernization API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,build-validation,cloud-modernization,data-qa-engineer"
CI_-00762,GitLab assessment for Insurance API-first transformation,Medium,CI_CD_DEVOPS,GitLab,Insurance,Lead Quality Engineer,API-first transformation,"Design, code or whiteboard a medium solution involving GitLab for Insurance API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,gitlab,insurance,lead-quality-engineer"
CI_-00763,Build validation assessment for Cloud Modernization CI/CD quality gate adoption,Hard,CI_CD_DEVOPS,Build validation,Cloud Modernization,Lead Quality Engineer,CI/CD quality gate adoption,"Design, code or whiteboard a hard solution involving Build validation for Cloud Modernization CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,build-validation,cloud-modernization,lead-quality-engineer"
CI_-00764,GitHub Actions assessment for Cloud Modernization enterprise modernization,Medium,CI_CD_DEVOPS,GitHub Actions,Cloud Modernization,QA Practice Lead,enterprise modernization,"Design, code or whiteboard a medium solution involving GitHub Actions for Cloud Modernization enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,github-actions,cloud-modernization,qa-practice-lead"
CI_-00765,Jenkins assessment for Cloud Modernization regulatory reporting modernization,Easy,CI_CD_DEVOPS,Jenkins,Cloud Modernization,Automation Architect,regulatory reporting modernization,"Design, code or whiteboard a easy solution involving Jenkins for Cloud Modernization regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,jenkins,cloud-modernization,automation-architect"
CI_-00766,GitLab assessment for Banking regulatory reporting modernization,Easy,CI_CD_DEVOPS,GitLab,Banking,Automation Architect,regulatory reporting modernization,"Design, code or whiteboard a easy solution involving GitLab for Banking regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,gitlab,banking,automation-architect"
CI_-00767,GitLab assessment for Banking CI/CD quality gate adoption,Hard,CI_CD_DEVOPS,GitLab,Banking,Lead Quality Engineer,CI/CD quality gate adoption,"Design, code or whiteboard a hard solution involving GitLab for Banking CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,gitlab,banking,lead-quality-engineer"
CI_-00768,Build validation assessment for Retail data platform migration,Medium,CI_CD_DEVOPS,Build validation,Retail,Lead Quality Engineer,data platform migration,"Design, code or whiteboard a medium solution involving Build validation for Retail data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,build-validation,retail,lead-quality-engineer"
CI_-00769,GitHub Actions assessment for Banking regulatory reporting modernization,Hard,CI_CD_DEVOPS,GitHub Actions,Banking,Test Manager,regulatory reporting modernization,"Design, code or whiteboard a hard solution involving GitHub Actions for Banking regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,github-actions,banking,test-manager"
CI_-00770,GitHub Actions assessment for Data Engineering test automation modernization,Hard,CI_CD_DEVOPS,GitHub Actions,Data Engineering,Lead Quality Engineer,test automation modernization,"Design, code or whiteboard a hard solution involving GitHub Actions for Data Engineering test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,github-actions,data-engineering,lead-quality-engineer"
CI_-00771,Jenkins assessment for Insurance observability and production readiness,Hard,CI_CD_DEVOPS,Jenkins,Insurance,QE Architect,observability and production readiness,"Design, code or whiteboard a hard solution involving Jenkins for Insurance observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","ci-cd-devops,jenkins,insurance,qe-architect"
